1.0,1.0,1.0,1.0
2.27,2.27,1.69,1.69
3.41,3.44,1.71,1.71
3.66,4.02,1.61,1.73
4.26,5.58,1.59,2.33
4.2,6.38,1.65,3.08
4.5,7.21,1.68,3.37
4.18,7.22,1.68,3.53
