6.525,6.525,6.525,6.525,6.525,6.525
5.825,7.95,5.875,4.425,6.55,4.475
6.125,8.85,6.15,3.6,6.475,3.7
5.4,8.25,5.55,3.125,5.65,3.225
5.35,8.5,5.375,2.775,5.35,2.875
4.925,8.125,5.05,2.325,4.8,2.4
5.075,8.225,5.225,2.05,4.25,2.075
4.375,7.825,4.5,1.9,4.2,2.0
4.75,8.0,4.925,1.65,3.8,1.725
4.325,8.4,4.525,1.55,3.575,1.55
